Artist,Song,Lyrics
Avicii,In My Arms," Under the beauty lies something I can't explain This ain't a movie, we fall out then we start again What is the reason that I pull these false alarms? All I want is to hold you in my arms Don't make it harder than it really has to be Take off your armor, one thing I can guarantee Is I'll be in misery for as long as we're apart All I want is to hold you in my arms Hey!   Everyone knows that I'm a fool without you darling Everyone knows I'm in the dark  I don't ever want to see you anyplace but here Wrapped up just like a present in my arms   Who ever knew I'd be the one to beg and plead Yes, it is true I've done things that I won't repeat That is the reason that you won't let down your guard And let me wrap you up inside my arms My little angel could you please hear me out I miss the hazel mixed with the green in your eye What is the reason that all my favorite scars Came from tryna hold you in my arms  Everyone knows that I'm a fool without you darling Everyone knows I'm in the dark  I don't ever want to see you anyplace but here Wrapped up just like a present in my armsEmbed"
Avicii,Malo,"Malo LyricsMalo, malo, malo, malo, malo…  Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres  Malo, malo, malo, malo, malo…  Malo, malo, malo eres No se daña…  El día es gris cuando tu estas Y el sol vuelve a salir cuando te vas Y la penita de mi corazón Yo me la tengo que tragar con el fogón Mi carita de niña linda Se ha ido envejeciendo en el silencio Cada vez que me dices puta Se hace tu cerebro más pequeño  Una vez mas no por favor Que estoy cansada y no puedo con el corazón Una vez mas no mi amor por favor No grites que los niños duermen  Una vez mas no por favor Que estoy cansada y no puedo con el corazón Una vez mas no mi amor por favor No grites que los niños duermen  Voy a volverme como el fuego Voy a quemar tus puños de acero Y del morao de mis mejillas Sacare el valor pa cobrarme las heridas  Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres Malo, malo, malo eres No se daña a quien se quiere no Tonto, tonto, tonto eres No te pienses mejor que las mujeres Malo, malo, malo, malo, malo…  Malo, malo, malo eres No se daña…  Malo, malo, malo eres No se daña a quien se quiere noEmbed"
Avicii,Crocodile Tears," I think ways have hurt you You came to my rescue This will be a fine morning The mighty old high I’m calling Then I came to see You bring out the best in me Talk about a fine morning The mighty old high I’m calling   A gift on a rainy day Is something to believe in That's the beauty of it all And all because of you   Hey!, I will prowl Oh, I will prowl Baby I'll learn to swim in my crocodile tears I'm gonna feel it And I got a feeling Change gon' come to wipe my crocodile tears a-way   You wipe my crocodile tears a-way You wipe my crocodile tears a-way  I think ways have hurt you You came to my rescue This will be a fine morning The mighty old high I’m calling Then I came to see You bring out the best in me Talk about a fine morning The mighty old high I’m calling   A gift on a rainy day Is something to believe in That's the beauty of it all And all because of you   Hey!, I will prowl Oh, I will prowl Baby I'll learn to swim in my crocodile tears I'm gonna feel it And I got a feeling Change gon' come to wipe my crocodile tears a-way   You wipe my crocodile tears a-way You wipe my crocodile tears a-way2Embed"
Avicii,Now That We Found Love," This is how, that's how The Carnival began Before I had a Fugee deal I was signed to a house label under Craig Kallman This is how, that's how The Carnival began Before I had a Fugee deal I was signed to a house label under Craig Kallman   R.I.P. to the legend Heavy D I was barely seventeen when I heard this beat  Up town when I used to shop at the mall  Big beat, flex the chest Random club to tell 'em how to heat Used to creep with a fake ID Like kids tryin' to get in to see Avicii Jersey house, Zanzibar Club Eighty-Eight, Garden State Used to break, pop that lock I wish we found love before my man got shot   Now that we found love what are we gonna do?  With it  Now that we found love what are we gonna do? With it  Now that we found love what are we gonna do?  With it  Now that we found love what are we gonna do? With it   It's  try to do the right thing Touch my box radio right here Can't live without the music Like you can't live without your iPhone Every minute, every second Gotta send a text Well, I gotta send a cock To my people in the box Everything gonna be all right, all right Keep your head in the move Five out of ten then you're coming home soon What we gonna do when you get outta prison? We gonna do a remix Puff that dragon And that's what I call love Come on over, give me a bear hug   Now that we found love what are we gonna do?  With it  Now that we found love what are we gonna do? With it  Now that we found love what are we gonna do?  With it  Now that we found love what are we gonna do? With it   I got a five-piece band And I'm back on the road That's my DJ, go, go Drummer man, keep it funky Bass man, third world, Bob Marley Shorty on the keys, man sound like Alicia And my little sister wail like Aretha Yeah, and when you see me at the live show You better do the humpty-hump like Digital Underground, two parks I’m a Jonas brother Hip house This is those men that used to wear high tops Who forfeit their rings and we met at the club spot   Now that we found love what are we gonna do?  With it  Now that we found love what are we gonna do? With it  Now that we found love what are we gonna do?  With it  Now that we found love what are we gonna do? With it Embed"
Avicii,Let’s Ride Away," Take my hand, let's run I'll bring my arrows, you bring your gun Cloud of smoke I don't know where, but I wanna go   It's in the sky, it's in the air If I get lost, I'll meet you there We can't stop, 'til we find our place Let's saddle up and ride away   Let's ride away Let's ride away Mmm, let's ride away Let's ride away   Hold on tight to what we have When it's this good, you don't look back Tiny doves on the horizon Yeah, you and me, quicker than lightning   Over canyons and over plains Let's saddle up and ride away  Let's ride away Let's ride away Mmm, let's ride away Let's ride away   Mmm, let's ride awayEmbed"
Avicii,Second Away," Oh, miracle around the corner I know a change is coming for ya And it's all just a second away See it over the horizon Leave it to    And it's all just a second away Ooh, ooh Guess it's all just a second away   Give me a second of your time 'Cause I got something on my mind And I know you don't want to hear it Take your hands  If you're listening to me The white lies, the stories Just make it true this time Ooh, just a second away And I think about it night and day We could make a change in our lives Ooh, why you throw it away We could make it right today We could make a change in our lives  Miracles around the corner I know a change is coming for ya And it's all just a second away See it over the horizon Leave it to    And it's all just a second away Ooh, ooh Guess it's all just a second away   Oh, just a second away And I think about it night and day We could make a change in our lives Oh, just a second away And I think about it night and day We could make a change in our lives Oh, just a second away And I think about it night and day Only a second away Oh, ohEmbed"
Avicii,Love To Hold," I've been trying to find myself Love to hold, a love to hold I've been trying to find myself Love to hold, a love to hold I've been trying to find myself Love to hold, a love to hold   Love It's been getting me down Been looking so hard Around these towns Ain't easy to get And so hard to keep The harder I try The harder it seems   I've been trying to find myself A love to hold, love to hold I've been trying to find myself A love to hold, a love to hold, a love to I've been trying to find myself A love to hold, a love to hold I've been trying to find myself A love to hold, a love to holdEmbed"
Avicii,Ease The Pressure," Dirt on your shoulders I swear I remember when it changed Don't you remember I swear I can see it   You're there with your wide-eyed smile again You'll be alright now If you just let it go Let it go   I feel the weight around you breaking your bones Let me make it better  Just settle down and let me carry you home And let me ease the pressure      Pull all the blinds down Just close both your eyes now Yeah I'll stay Turn all the lights out, I'll stay awake And fight off the demons 'Cause you got a heart they'll never take Yeah, it's alright now You gotta let it go Let it go 1Embed"
Avicii,Gimme Dat," Feeling good, feeling great Dark liquor, no champagne We go hard, we go stupid I’m pretty simple   All I do is get fucked up with all my friends Chase fine girls and sip on Henn One red cup, a cutie with style You gimme dat and I’ll be good for awhile   Gimme dat, gimme dat You gimme dat I’ll be good for awhile Gimme dat, gimme dat You gimme dat I’ll be good for awhile   My friends are fucking crazy Energized that’s on the daily We go hard, we go stupid I’m pretty simple   All I do is get fucked up with all my friends Chase fine girls and sip on Henn One red cup, a cutie with style You gimme dat and I’ll be good for awhile  Gimme dat, gimme dat You gimme dat I’ll be good for awhile Gimme dat, gimme dat You gimme dat I’ll be good for awhile   White girls love Avicii, black girls love Avicii White girls love Avicii, black girls love Avicii Asian girls love Avicii, Indian girls love Avicii White girls love Avicii, your girl loves Avicii Loves Avicii, your girl loves Avicii   Gimme dat, gimme dat You gimme dat I’ll be good for awhile Gimme dat, gimme dat You gimme dat I’ll be good for awhile   Uh, gimme dat, gimme dat Gimme dat, gimme dat Gimme dat, gimme dat Gimme dat, gimme dat Good for awhile Gimme dat, gimme dat Gimme dat, gimme dat Gimme dat, gimme dat Good for awhileEmbed"
Avicii,Don’t Forget To Remember Me," Don't you forget to remember Me when nothing's going right I will be there when you need me Call me any day, any night, hey Lean on me when you get weary Lean on me when you get hurt Don't you worry about nothin' I will wipe the dirt from your shirt   'Cause when the whole thing feels like darkness When it all turns out so bleak When there's no on left to turn to Don't forget to remember me Don't forget to remember meEmbed"
Avicii,Sweet Dreams,Sweet Dreams LyricsSweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something (2x)  Some of them want to use you Some of them want to get used by you Some of them want to abuse you Some of them want to be abused  Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something  Some of them want to use you Some of them want to get used by you Some of them want to abuse you  Some of them want to be abused  Sweet dreams are made of this (3x) Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something  Some of them want to use you Some of them want to get used by you Some of them want to abuse you Some of them want to be abused (2x)Embed
Avicii,Signed and Delivered, There's a fever in the ghetto There's a fire in their eyes I was somewhere in the middle Left my way to Caprol High Everybody wanna kill me Girl just cause' you so fine   Don't let them say to ya I'm not your man I'm coming straight for ya I'm signed and delivered Don't let them say to ya I'm not your man I'm coming straight for ya I'm riding fast   And so I'm away too long And soon all the love will be gone The sum of love is just too strong And I saw love   There's a fever in the ghetto There's a fire in their eyes I was somewhere in the middle Left my way to Caprol High Everybody wanna kill me Girl just cause' you so fine  Don't let them say to ya I'm not your man I'm coming straight for ya I'm signed and delivered Don't let them say to ya I'm not your man I'm coming straight for ya I'm riding fast   And so I'm away too long And soon all the love will be gone The sum of love is just too strong And I saw loveEmbed
Avicii,Food On Plate," Bang, what's that sound Everybody run when the shots ring out Oh, that's not right  all night Ay, that's okay  No, , why we know   We're strugglin' just to try to make these ends meet Job juggling, Lord hear my cry I'm wonderin' why the TV turned my people Ride for the money, die for the money For a little food on my plate   Give us freedom For all our families Give us freedom Peace and harmony That's the reason We struggle everyday For our freedom And a little food on our plate And we ride for the money, die for the money For a little food on our plate And we ride for the money, die for the money And a little food on our plate, heyEmbed"
Avicii,Run away,"Run away LyricsIf you should ever feel alone You know you can call on me, call on me When you've lost the will to carry on You know you can't count on me, count on me to... Catch you when you fall down Never leave you standing out in the cold When your heart aches When you need a safe place I want you to know You should know... When you wanna run away You can always come, you can come to me When you wanna run away You can always run You can always run to me, me, me You can always run to me, me, me When you wanna run away You can always run to me It doesn't matter where you are I'll come if you call on, call on me Cause even when we're far apart You know you can count on me, count on me to... Catch you when you fall down Never leave you standing out in the cold When your heart aches When you need a safe place I want you to know You should know... When you wanna run away You can always come, you can come to me When you wanna run away You can always run You can always run to me, me, me You can always run to me, me, me When you wanna run away You can always run to me Run, run, run, run...Embed"
Avicii,Come To Me,"Come To Me LyricsI've traveled the world until tonight But I've never seen a stars come to life But when I see you the sky turns light And when the lights gone I'll drown in your eyes Come with me I'll take you for a ride Into the night I'll teach you how to fly Let it go, I'll show you how to dice So come with me I'll take you lit the light  You're my destination You're my destination  I've traveled the world until tonight But I've never seen a stars come to life But when I see you the sky turns light And when the lights gone I'll drown in your eyes Come with me I'll take you for a ride Into the night I'll teach you how to fly Let it go, I'll show you how to dice So come with me I'll take you lit the lightEmbed"
Avicii,Sunshine Spectrum,   Say my name And every colour illuminates We are shining And we will never be afraid again   Say my name As every colour illuminates We are shining And we will never be afraid again Say my name As every colour illuminates We are shining And we will never be afraid again     Say my name And every colour illuminates We are shining And we will never be afraid again  Say my name As evеry colour illuminates We are shining And wе will never be afraid again Say my name As every colour illuminates We are shining And we will never be afraid again   And when we come back we'll be dressed in black And you'll scream our names aloud And we won't eat and we won't sleep We'll drag bodies from the ground   Say my name As every colour illuminates We are shining And we will never be afraid again Say my name As every colour illuminates We are shining And we will never be afraid again Say my name We are shining And we will never be afraid again  Embed
Avicii,Chariot," Round and round, it's all the same On my chariot Spelled in fire, I saw her name Sophie carry us   Yeah, you and me Like a thousand years of reachin' for the light Soar, we are free In a dream I dreamed a thousand times tonight Sophie and I, la la la la la la Sophie and I   Round and round and round again On my chariot Came a fire to melt a man Fall to marry us   Yeah, you and me Like a thousand years of reachin' for the light Soar, we are free In a dream I dreamed a thousand times tonight Yeah, you and me Like a thousand years of reachin' for the light Sophie and I, la la la la la la Sophie and I Embed"
Avicii,So Excited,"So Excited LyricsI've been watching you, I like those little moves you make Said I'm feeling you, tell me, are you feeling me too? I'd like to know your name but I'm so scared Afraid of what you might say But if I don't ever see you again, can't let you just walk away  Now you're approaching me, excuse me, can I know your name? Took the opportunity, and now we're standing here face to face  It's amazing that you're so beautiful, tell me, are you really real? And you say you wanna see me again, you have been watchin' me too I'm so excited, excited, excited, excitedEmbed"
Avicii,No Pleasing A Woman," I'm tired of being down on my knees With the weight of the world coming down on me She says there's always someone better waiting for her That I was so lucky to get her   Even though I, I wanna cry I wonder why all of my tears are dry I just don't dare to show I care I got nothing left to spare   I wonder why I try I wonder why When nothing pleases a woman There's just no pleasing a woman     I'm tired of being down on my knees With the weight of the world coming down on me She says there's always someone better waiting for her That I was so lucky to get her  Even though I, I wanna cry I wonder why all of my tears are dry I just don't dare to show I care I got nothing left to spare   I wonder why I try I wonder why When nothing pleases a woman There's just no pleasing a woman  Embed"
Avicii,Too Much Fun," You've been gone for way too long Mama said gone for way too long It’s about time to come back home Papa said time to come back home Come back home, come back home, come back home   I think I'll stay for a while Just a while Too much fun Yeah, I think I'll stay for a while I got time Said and done   I think I’ll stay for a while Just a while Too much fun Yeah, I think I'll stay for a while I got time Said and done   You've been gone for way too long Mama said gone for way too long It's about time to come back home Papa said time to come back home Come back home, come back home, come back home  I think I'll stay for a while Just a while Too much fun Yeah, I think I'll stay for a while I got time Said and done   I think I'll stay for a while Just a while Too much fun Yeah, I think I'll stay for a while I got time Said and done   Too much fun, too much funEmbed"
Avicii,Calico," I've given you all my love Given you all of me Will my bleeding soul Make you ache Let me see what you have Let me fire up the sheets Wake up the beast inside Make you ache   I'll make it sweet and go down all below  I'll make it sweet and go down all below  I'll make it sweet and go down all below  Am I going down below, all the way to Calico? Come on     Ooh, how do you like me now? How do you like the heat? Taking to New York Make you ache Taking off into space Taking off all the shame Feeling your body raise Make you ache  I'll make it sweet and go down all below  I'll make it sweet and go down all below  I'll make it sweet and go down all below  Am I going down below, all the way to Calico? Come on     I'll make it sweet and go down all below  I'll make it sweet and go down all below  I'll make it sweet and go down all below  Am I going down below, all the way to Calico? Come on   Sweet, oh, woah-oh-oh-oh Sweet, oh, woah-oh-oh-ohEmbed"
Avicii,Hey brother - radio edit short,"Hey brother - radio edit short LyricsHey Brother, there's an endless road to re-discover Hey Sister, Know the water's sweet but blood is thicker Ooooh if the sky comes falling down, for you There's nothing in this world I wouldn't do  Hey Brother, do you still believe in one another? Hey Sister, do you still believe in love I wonder? Ooooh if the sky comes falling down, for you There's nothing in this world I wouldn't do  What if I far from home? Oh Brother I will hear you call What if I lose it all? Oh Sister I will help you out! Ooooh if the sky comes falling down, for you There's nothing in this world I wouldn't do  Hey Brother, there's an endless road to re-discover Hey Sister, do you still believe in love I wonder? Ooooh if the sky comes falling down, for you There's nothing in this world I wouldn't do  Aaaaaah, What if I'm far from home? Oh brother I will hear your call What if I lose it all? Oh sister i will help out! Oooh with the sky comes falling down, forEmbed"
Avicii,Fade into darkness - vocal radio mix,Fade into darkness - vocal radio mix LyricsAVICII Looking up There's always sky Rest your head I'll take you high  We won't fade into darkness Won't let you fade into darkness  Why worry now You'll be safe Hold my hand Just in case  And we won't fade into darkness Fade into darkness No we won't fade into darkness Fade into darkness  And we won't fade into darkness Fade into darkness No we won't fade into darkness Fade into darkness  This world can seem Cold and grey But you and I Are here today And we won't fade into darkness No we won't fade into darkness  Nothing to fear But fear itself We'll be OK Just keep the faith  And we won't fade into darkness Fade into darkness No we won't fade into darkness Fade into darkness  Whoa Whoa (fade into darkness) Whoa Whoa (fade into darkness)  Whoa And we won't fade into darkness (whoa) Fade into darkness (whoa) No we won't fade into darkness (whoa) Fade into darkness (whoa)  Whoa Fade into darknessEmbed
Avicii,Avicii Announces His Retirement,"Avicii Announces His Retirement LyricsIt would be no surprise that Avicii’s retirement announcement would spark interesting developments across the electronic music sphere, and now we get our first concrete evidence of that.  Viagogo, calling itself the “world’s largest source of live event tickets,” has reported a 151% surge in demand for Avicii tickets. Demand for Creamfields alone surged 87% overnight.  Avicii’s final performances are in locations such as “Ibiza, Japan, Poland, Israel, Sweden and Dubai, as well as a stints at Lisbon’s Rock in Rio, Electric Daisy Carnival UK, Ultra Korea, Weekend Festival Baltic and Creamfields.”  A viagogo spokesperson commented: “Avicii has become a world-renowned DJ, carving himself as a major player in the industry, not just in the UK but across the globe. As a result he has a huge and loyal fanbase who are desperate to see him in what could be his ever last tour.”  It’s not uncommon for retirement announcements to send ticket prices and demand soaring; take the announcement of Kobe Bryant’s retirement into account, when tickets prices for his final game more than tripled after the announcement.  Undoubtedly, fans will be seeing this opportunity as their final chance to see a legend and to say goodbye. Though he will continue music, chances that he returns behind the decks are slim. However, we’ve seen similar claims from Wolfgang Gartner, Feed Me, and Pendulum, and look what happened there.  Truth is, only time will tell. In the meantime, fans will continue to clamor over tickets.Embed"
Avicii,Break Hearts,"   You've got me climbing up a mountain to nowhere You've got me swimming in an ocean of Hell You've got me  'Cause when you break hearts, you do it well  And if you cared about me, I couldn't tell Somethin' bout you is  the devil 'Cause when you break hearts, you do it well You do it well You do it well You do it well You do it wellEmbed"
Avicii,You Make Me - Diplo & Ookay Remix,"You Make Me - Diplo & Ookay Remix LyricsYou make  You make  We are one One's for sure All united Don't want some more  Oh Oh Oh Oh You make me! Oh Oh Oh Oh You make me!  We are one One's for sure All united I need you more  Oh Oh Oh Oh You make me! Oh Oh Oh Oh  All my life I've been I've been waiting for someone like you (Yeah) All my life I've been I've been waiting for someone like you (Yeah) I've been looking for someone like you (Yeah) I've been waiting for someone like you, like you, like you Like you... You make me!  Oh Oh Oh Oh You make me!  Oh Oh Oh Oh You make me!  We are one One's for sure All united Don't want some more  Oh Oh Oh Oh You make me! Oh Oh Oh Oh You make me!  We are one One's for sure All united I need you more  Oh Oh Oh Oh You make me! Oh Oh Oh Oh All my life I've been I've been waiting for someone like you (Yeah)  All my life I've been I've been waiting for someone like you (Yeah) I've been looking for someone like you (Yeah) I've been waiting for someone like you, like you, like you Like you...  You make me!  Oh Oh Oh Oh You make me!  Oh Oh Oh Oh You make me!Embed"
Avicii,Don’t Give Up On Us,"Don’t Give Up On Us LyricsOpen your heart and let it grow Show me your love, show me love 'Cause this is our chance at liberty There's no one but us, it's you and me Go on babe, don't give up on us Choose me and I'll show you love Go on babe, don't give up on us Choose me and I'll show you love Let me show you loveEmbed"
Avicii,Alcoholic - avicii’s dirty mouth edit,"Alcoholic - avicii’s dirty mouth edit LyricsCall it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Call it what you wanna call it, im a fucking Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic.call It what you wanna call it, im a fucking Alcoholic.' Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking Alcoholic Call it what you wanna call it, im a fucking AlcoholicEmbed"
Avicii,Forgive Me," There was never, ever reason for my actions please forgive me There was never, ever reason for my actions please forgive me There was never, ever reason for my actions please forgive me     There was never, ever reason for my actions please forgive me There was never, ever reason for my actions please forgive me There was never, ever reason for my actions please forgive me  Embed"
Avicii,Diss On You," Yeah I'm an addict, can't help myself I love too much I probably need some help You see the trouble, yes I try to change My heart is screaming out too loud The love keeps drowning out my brain   Don't pop or cry for you cause' we both know You don't deserve my tears Won't live or die for you Cause' this is where I diss on you right here   So ima' hit you where it hurts and that's your ego You'll have to pray you make it out alive Say fuck you and forget you just like Ceelo And turn your heart to trash like you did mine I'm gonna diss on you, if it's the last I do I'm gonna diss on you, diss on you, diss on you   Yeah I'm an addict, can't help myself I love too much I probably need some help You see the trouble, yes I try to change My heart is screaming out too loud The love keeps drowning out my brain  Don't pop or cry for you cause' we both know You don't deserve my tears Won't live or die for you Cause' this is where I diss on you right here   So ima' hit you where it hurts and that's your ego You'll have to pray you make it out alive Say fuck you and forget you just like Ceelo And turn your heart to trash like you did mine I'm gonna diss on you, if it's the last I do I'm gonna diss on you, diss on you, diss on youEmbed"
Avicii,Silence," You only love me in bits and pieces I keep on working, you keep your secrets That's not an insult, that's not a lie That's just a statement proven by time   'Cause even when I have you, I don't really have you I am not your last dude, where'd you get this attitude? Talkin' 'bout you're leavin' cause you don't believe in Me and all my reasons, left me with these demons And this little pen, and this nostalgic feeling Won't leave me alone I'm faking all my smiles   And you're just killing me with silence And you're just killing me with time I don't know where to put my sorrys You're running laps around my mind How could you leave me on this tightrope? And I feel nothing when it storms You know you're killing me with silence You hold your halo up with horns You hold your halo up with horns  You know you're clever, I'll give you that You gave me heaven then took it back That's not an insult, that's just the case You've had that damn mask on for so damn long that everybody thinks it's your face   But back beneath my eyelids I can hear the silence Spreading like a virus while you wear disguises Why you have to cut me then act like it's nothing? This time I'm not bluffing, how you know I'm bluffing Every single time Your wicked little mind It gets inside my head And I can fake a smile   But you're just killing me with silence But you're just killing me with time I don't know where to put my sorrys You're running laps around my mind How could you leave me on this tightrope? And I feel nothing when it storms You know you're killing me with silence You hold your halo up with horns You hold your halo up with horns  Ho-o-o-rns  Ho-o-o-rns  Ho-o-o-rns  Ho-o-o-rns You hold your halo up with horns Ho-o-o-orns Ho-o-o-rns  Ho-o-o-orns You hold your, you hold your, you hold your Ho-o-o-orns You hold your, you hold your, you hold your Ho-o-o-orns And you're just killing me with silenceEmbed"
Avicii,My feelings for you - radio edit,"My feelings for you - radio edit LyricsYou, you, you, you, you You, you, you, you, you You, you, you, you, you  My feelings for you have always been real My feelings for you have always been real My feelings for you have always been real I was so in love with you I could hardly see  My feelings for you have always been real Now after all this time tell me can't you feel Tell me can't you feel Tell me can't you feel Tell me can't you Tell me can't you Tell me can't you feel  My feelings for you have always been real My feelings for you have always been real My feelings for you have always been real My feelings for you have always been real  My feelings for you have always been real Now after all this time tell me can't you see Tell me can't you feel Tell me can't you see Tell me can't you Tell me can't you Tell me can't you feel My feelings for you have always been real My feelings for you tell me can't you feel Tell me can't you feel Tell me can't you feel Tell me can't you Tell me can't you Tell me can't you feel  My feelings for you My feelings for you Tell me can't you feel My feelings for you My feelings for you  My feelings for you have always been real My feelings for you have always been real My feelings for you have always been real My feelings for you have always been real I was so in love with you I could hardly see  My feelings for you have always been real Now after all this time tell me can't you feel Tell me can't you feel Tell me can't you feel Tell me can't you Tell me can't you Tell me can't you feel My feelings for you have always been real My feelings for you tell me can't you feel Tell me can't you feel Tell me can't you feel Tell me can't you Tell me can't you Tell me can't you feel  My feelings for you have always been real My feelings for you tell me can't you feel Tell me can't you feel Tell me can't you feel Tell me can't you Tell me can't you Tell me can't you feel  My feelings for you My feelings for you You You..Embed"
Avicii,Wake me up - edx miami sunset remix,"Wake me up - edx miami sunset remix LyricsFeeling my way through the darkness Guided by a beating heart I can't tell where the journey will end But I know where to start They tell me I'm too young to understand They say I'm caught up in a dream Well life will pass me by if I don't open up my eyes Well that's fine by me So wake me up when it's all over When I'm wiser and I'm older All this time I was finding myself, and I Didn't know I was lost So wake me up when it's all over When I'm wiser and I'm older All this time I was finding myself, and I Didn't know I was lost I tried carrying the weight of the world But I only have two hands Hope I get the chance to travel the world But I don't have any plans Wish that I could stay forever this young Not afraid to close my eyes Life's a game made for everyone And love is a prize So wake me up when it's all over When I'm wiser and I'm older All this time I was finding myself, and I Didn't know I was lost So wake me up when it's all over When I'm wiser and I'm older All this time I was finding myself, and I I didn't know I was lost I didn't know I was lost I didn't know I was lost I didn't know I was lost I didn't knowEmbed"
Avicii,Bromance - Avicii’s Radio Edit,Bromance - Avicii’s Radio Edit LyricsI've been watching you You've been hurting too You give all your love Nothing left to show I have been there too Alone in my despair Watching life go by No one who to share Boy you got it bad But I got something good I want you good in every way yeah You will never feel alone My touch is such a rush It over flows  Chorus: I will give to you the love you seek And more So what are you waiting for I will give to you The love you seek and more X3 Baby here we are Standing face to face Just the two of us Locked in your embrace Now i got it bad But you got something good Won't you treat me good In every way Yeah Are you ready I can feel your passion And your love It over flows I will give to you the love you seek and more So what are you waiting for I will give to you the love you seek and more Ive got the love you seek x3 Ive got the love I will give to you the love you seek and more So what are you waiting for I will give to you the love you seek and more X21Embed
Avicii,Give Up The Ghost, Some say that love is a motherfucker But you'll know better than any other ooohhh Give Up The Ghost Ain't gonna cry for the photograph Lost something that I never had ooohhh Give Up The Ghost   Feel the lungs when you fight me when you want it Feel the sting and you know that I lost you on my due Give Up The Ghost   Walk the days trying to shame this misery But tonight is not a moment to set you free Give Up The Ghost Give Up The Ghost  Face Down in the pool of a misery Now I know you are bad what you've done to me ooohhh Give Up The Ghost  Now you're bad feeling the ash like a cigarette Shot them down but now I'm back from the dead ooohhh Give Up The Ghost Give Up The Ghost Gotta Give Up The Ghost  Walk The Days trying to shame this misery Tonight is not a moment to set you free Gotta Give Up The Ghost1Embed
